ID_DISCENTE;ANO_NASCIMENTO;PERIODO_INGRESSO;PERIODO_LETIVO;CAMPUS;CD_INEP;CURSO;CARGA_HORARIA_CURSO;TURNO;MODALIDADE;COTAS;SEXO;NACIONALIDADE;CIDADE_NAT;UF_NAT;LAT;LON
304535;1999;20171;20202;REITOR JOAQUIM AMAZONAS;13601;MEDICINA;7000;INTEGRAL;PRESENCIAL;AC;M;BRA;SAO LUIS;MA;;
311225;1998;20172;20201;REITOR JOAQUIM AMAZONAS;13601;MEDICINA;7000;INTEGRAL;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
311225;1998;20172;20202;REITOR JOAQUIM AMAZONAS;13601;MEDICINA;7000;INTEGRAL;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
311585;1994;20172;20201;REITOR JOAQUIM AMAZONAS;13585;ENGENHARIA ELETRONICA;3660;INTEGRAL;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
311585;1994;20172;20202;REITOR JOAQUIM AMAZONAS;13585;ENGENHARIA ELETRONICA;3660;INTEGRAL;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
222922;1984;20172;20201;REITOR JOAQUIM AMAZONAS;1137846;MATEMATICA-EAD;3020;INTEGRAL;ENSINO A DISTANCIA;AC;M;BRA;OLINDA;PE;;
222922;1984;20172;20202;REITOR JOAQUIM AMAZONAS;1137846;MATEMATICA-EAD;3020;INTEGRAL;ENSINO A DISTANCIA;AC;M;BRA;OLINDA;PE;;
316052;1997;20181;20201;REITOR JOAQUIM AMAZONAS;13589;FISICA - BACHARELADO;2560;INTEGRAL;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
316055;1999;20181;20201;REITOR JOAQUIM AMAZONAS;13610;ARQUITETURA E URBANISMO;3915;INTEGRAL;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
316055;1999;20181;20202;REITOR JOAQUIM AMAZONAS;13610;ARQUITETURA E URBANISMO;3915;INTEGRAL;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
274537;1992;20182;20201;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;MANHA;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
274537;1992;20182;20202;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;MANHA;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
265896;1995;20181;20201;REITOR JOAQUIM AMAZONAS;13617;FISICA - LICENCIATURA;2530;NOITE;PRESENCIAL;AC;M;BRA;OLINDA;PE;;
316483;2000;20181;20201;REITOR JOAQUIM AMAZONAS;13575;CIENCIAS SOCIAIS - BACHARELADO;2370;TARDE;PRESENCIAL;AC;F;BRA;ARCOVERDE;PE;;
316483;2000;20181;20202;REITOR JOAQUIM AMAZONAS;13575;CIENCIAS SOCIAIS - BACHARELADO;2370;TARDE;PRESENCIAL;AC;F;BRA;ARCOVERDE;PE;;
316538;1997;20181;20201;REITOR JOAQUIM AMAZONAS;52231;GEOGRAFIA - LICENCIATURA;2520;NOITE;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
316538;1997;20181;20202;REITOR JOAQUIM AMAZONAS;52231;GEOGRAFIA - LICENCIATURA;2520;NOITE;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
303909;1984;20182;20201;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;NOITE;PRESENCIAL;AC;M;BRA;LIMOEIRO;PE;;
303909;1984;20182;20202;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;NOITE;PRESENCIAL;AC;M;BRA;LIMOEIRO;PE;;
316674;1985;20181;20201;REITOR JOAQUIM AMAZONAS;44978;LETRAS ESPANHOL - LICENCIATURA;3150;NOITE;PRESENCIAL;AC;F;BRA;JUNDIAI;SP;;
316674;1985;20181;20202;REITOR JOAQUIM AMAZONAS;44978;LETRAS ESPANHOL - LICENCIATURA;3150;NOITE;PRESENCIAL;AC;F;BRA;JUNDIAI;SP;;
316676;1995;20181;20201;REITOR JOAQUIM AMAZONAS;29483;JORNALISMO;2760;TARDE;PRESENCIAL;AC;F;BRA;TORITAMA;PE;;
316676;1995;20181;20202;REITOR JOAQUIM AMAZONAS;29483;JORNALISMO;2760;TARDE;PRESENCIAL;AC;F;BRA;TORITAMA;PE;;
316928;1979;20181;20201;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;MANHA;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
316928;1979;20181;20202;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;MANHA;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
317062;1998;20181;20201;REITOR JOAQUIM AMAZONAS;1136141;ENGENHARIA DE MATERIAIS;3705;INTEGRAL;PRESENCIAL;L5;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
317062;1998;20181;20202;REITOR JOAQUIM AMAZONAS;1136141;ENGENHARIA DE MATERIAIS;3705;INTEGRAL;PRESENCIAL;L5;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
281078;1996;20181;20201;AGRESTE;101129;ENGENHARIA CIVIL - CAA;4100;INTEGRAL;PRESENCIAL;AC;F;BRA;CARUARU;PE;;
317227;2000;20181;20201;REITOR JOAQUIM AMAZONAS;13586;ENGENHARIA MECANICA;3690;INTEGRAL;PRESENCIAL;AC;M;BRA;OLINDA;PE;;
317227;2000;20181;20202;REITOR JOAQUIM AMAZONAS;13586;ENGENHARIA MECANICA;3690;INTEGRAL;PRESENCIAL;AC;M;BRA;OLINDA;PE;;
317359;2000;20181;20201;REITOR JOAQUIM AMAZONAS;13575;CIENCIAS SOCIAIS - BACHARELADO;2370;TARDE;PRESENCIAL;L2;F;BRA;JABOATAO DOS GUARARAPES;PE;;
317359;2000;20181;20202;REITOR JOAQUIM AMAZONAS;13575;CIENCIAS SOCIAIS - BACHARELADO;2370;TARDE;PRESENCIAL;L2;F;BRA;JABOATAO DOS GUARARAPES;PE;;
317384;1999;20181;20201;REITOR JOAQUIM AMAZONAS;20889;CIENCIAS BIOLOGICAS - LICENCIATURA;2655;NOITE;PRESENCIAL;L1;M;BRA;PAUDALHO;PE;;
317384;1999;20181;20202;REITOR JOAQUIM AMAZONAS;20889;CIENCIAS BIOLOGICAS - LICENCIATURA;2655;NOITE;PRESENCIAL;L1;M;BRA;PAUDALHO;PE;;
317538;2000;20181;20201;REITOR JOAQUIM AMAZONAS;13585;ENGENHARIA ELETRONICA;3660;INTEGRAL;PRESENCIAL;AC;M;BRA;SANTAREM;PA;;
317538;2000;20181;20202;REITOR JOAQUIM AMAZONAS;13585;ENGENHARIA ELETRONICA;3660;INTEGRAL;PRESENCIAL;AC;M;BRA;SANTAREM;PA;;
317691;2000;20181;20201;REITOR JOAQUIM AMAZONAS;20889;CIENCIAS BIOLOGICAS - LICENCIATURA;2655;NOITE;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
317691;2000;20181;20202;REITOR JOAQUIM AMAZONAS;20889;CIENCIAS BIOLOGICAS - LICENCIATURA;2655;NOITE;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
317696;2001;20181;20201;REITOR JOAQUIM AMAZONAS;13593;QUIMICA INDUSTRIAL;2925;NOITE;PRESENCIAL;L5;M;BRA;PAULISTA;PE;;
317696;2001;20181;20202;REITOR JOAQUIM AMAZONAS;13593;QUIMICA INDUSTRIAL;2925;NOITE;PRESENCIAL;L5;M;BRA;PAULISTA;PE;;
317985;1999;20181;20201;REITOR JOAQUIM AMAZONAS;117386;GESTAO DA INFORMAÇAO;2790;NOITE;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
317985;1999;20181;20202;REITOR JOAQUIM AMAZONAS;117386;GESTAO DA INFORMAÇAO;2790;NOITE;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
318122;1999;20181;20201;REITOR JOAQUIM AMAZONAS;44992;CIENCIAS BIOLOGICAS - BACHARELADO;2835;INTEGRAL;PRESENCIAL;AC;M;BRA;XEXEU;PE;;
343580;1999;20181;20201;REITOR JOAQUIM AMAZONAS;44992;CIENCIAS BIOLOGICAS - BACHARELADO;2835;INTEGRAL;PRESENCIAL;AC;M;BRA;XEXEU;PE;;
297181;1995;20181;20201;REITOR JOAQUIM AMAZONAS;13594;ESTATISTICA;2580;INTEGRAL;PRESENCIAL;AC;M;BRA;ARCOVERDE;PE;;
318875;1998;20181;20201;REITOR JOAQUIM AMAZONAS;13589;FISICA - BACHARELADO;2560;INTEGRAL;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
249266;1985;20181;20201;AGRESTE;101127;DESIGN - CAA;3210;NOITE;PRESENCIAL;AC;F;BRA;OLINDA;PE;;
49772;1985;20181;20201;AGRESTE;101127;DESIGN - CAA;3210;NOITE;PRESENCIAL;AC;F;BRA;OLINDA;PE;;
319051;1997;20182;20201;REITOR JOAQUIM AMAZONAS;44978;LETRAS ESPANHOL - LICENCIATURA;3150;MANHA;PRESENCIAL;L2;M;BRA;RIO DE JANEIRO;RJ;;
319051;1997;20182;20202;REITOR JOAQUIM AMAZONAS;44978;LETRAS ESPANHOL - LICENCIATURA;3150;MANHA;PRESENCIAL;L2;M;BRA;RIO DE JANEIRO;RJ;;
319330;1995;20182;20201;REITOR JOAQUIM AMAZONAS;13597;BIOMEDICINA;2760;INTEGRAL;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
319330;1995;20182;20202;REITOR JOAQUIM AMAZONAS;13597;BIOMEDICINA;2760;INTEGRAL;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
319440;1997;20182;20201;REITOR JOAQUIM AMAZONAS;13573;CIENCIAS CONTABEIS;3000;TARDE;PRESENCIAL;L2;F;BRA;SAO VICENTE FERRER;PE;;
319440;1997;20182;20202;REITOR JOAQUIM AMAZONAS;13573;CIENCIAS CONTABEIS;3000;TARDE;PRESENCIAL;L2;F;BRA;SAO VICENTE FERRER;PE;;
319445;1993;20181;20201;REITOR JOAQUIM AMAZONAS;44950;LETRAS FRANCES - LICENCIATURA;3150;TARDE;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
319445;1993;20181;20202;REITOR JOAQUIM AMAZONAS;44950;LETRAS FRANCES - LICENCIATURA;3150;TARDE;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
274017;1995;20181;20201;REITOR JOAQUIM AMAZONAS;13572;ADMINISTRAÇAO;3030;NOITE;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
320356;1999;20182;20201;REITOR JOAQUIM AMAZONAS;13576;DIREITO;3300;NOITE;PRESENCIAL;AC;F;BRA;RIO DE JANEIRO;RJ;;
320356;1999;20182;20202;REITOR JOAQUIM AMAZONAS;13576;DIREITO;3300;NOITE;PRESENCIAL;AC;F;BRA;RIO DE JANEIRO;RJ;;
320468;1998;20182;20201;AGRESTE;101082;ADMINISTRAÇAO -CAA;3000;NOITE;PRESENCIAL;L1;F;BRA;BEZERROS;PE;;
320468;1998;20182;20202;AGRESTE;101082;ADMINISTRAÇAO -CAA;3000;NOITE;PRESENCIAL;L1;F;BRA;BEZERROS;PE;;
320940;1998;20181;20201;REITOR JOAQUIM AMAZONAS;13591;QUIMICA - BACHARELADO;2530;INTEGRAL;PRESENCIAL;AC;F;BRA;OLINDA;PE;;
320940;1998;20181;20202;REITOR JOAQUIM AMAZONAS;13591;QUIMICA - BACHARELADO;2530;INTEGRAL;PRESENCIAL;AC;F;BRA;OLINDA;PE;;
320955;1996;20182;20201;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;NOITE;PRESENCIAL;L5;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
321273;1999;20182;20201;REITOR JOAQUIM AMAZONAS;20889;CIENCIAS BIOLOGICAS - LICENCIATURA;2655;NOITE;PRESENCIAL;L5;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
321314;1976;20182;20201;REITOR JOAQUIM AMAZONAS;58852;CIENCIAS BIOLOGICAS- ENFASE C. AMBIENTAIS;2880;TARDE/NOITE;PRESENCIAL;L5;F;BRA;SIRINHAEM;PE;;
321314;1976;20182;20202;REITOR JOAQUIM AMAZONAS;58852;CIENCIAS BIOLOGICAS- ENFASE C. AMBIENTAIS;2880;TARDE/NOITE;PRESENCIAL;L5;F;BRA;SIRINHAEM;PE;;
321458;2000;20182;20201;VITORIA;101140;CIENCIAS BIOLOGICAS - CAV;3120;NOITE;PRESENCIAL;L6;F;BRA;CARPINA;PE;;
321458;2000;20182;20202;VITORIA;101140;CIENCIAS BIOLOGICAS - CAV;3120;NOITE;PRESENCIAL;L6;F;BRA;CARPINA;PE;;
321490;2000;20182;20202;REITOR JOAQUIM AMAZONAS;1192307;EDUCAÇÃO FISICA - BACHARELADO;3255;INTEGRAL;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
321564;1998;20182;20201;REITOR JOAQUIM AMAZONAS;13625;TURISMO;3000;NOITE;PRESENCIAL;L2;M;BRA;JABOATAO DOS GUARARAPES;PE;;
321564;1998;20182;20202;REITOR JOAQUIM AMAZONAS;13625;TURISMO;3000;NOITE;PRESENCIAL;L2;M;BRA;JABOATAO DOS GUARARAPES;PE;;
269940;1993;20181;20201;REITOR JOAQUIM AMAZONAS;13625;TURISMO;3000;TARDE;PRESENCIAL;L2;F;BRA;TABIRA;PE;;
269940;1993;20181;20202;REITOR JOAQUIM AMAZONAS;13625;TURISMO;3000;TARDE;PRESENCIAL;L2;F;BRA;TABIRA;PE;;
303142;1997;20182;20201;REITOR JOAQUIM AMAZONAS;13595;CIENCIA DA COMPUTAÇAO - CIN;3495;INTEGRAL;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
322644;1997;20182;20201;REITOR JOAQUIM AMAZONAS;13595;CIENCIA DA COMPUTAÇAO - CIN;3495;INTEGRAL;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
322644;1997;20182;20202;REITOR JOAQUIM AMAZONAS;13595;CIENCIA DA COMPUTAÇAO - CIN;3495;INTEGRAL;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
303142;1997;20182;20202;REITOR JOAQUIM AMAZONAS;13595;CIENCIA DA COMPUTAÇAO - CIN;3495;INTEGRAL;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
322658;1997;20182;20201;AGRESTE;118100;MATEMATICA - LICENCIATURA - CAA;3000;NOITE;PRESENCIAL;L5;F;BRA;CUPIRA;PE;;
288742;1997;20182;20201;AGRESTE;118100;MATEMATICA - LICENCIATURA - CAA;3000;NOITE;PRESENCIAL;L5;F;BRA;CUPIRA;PE;;
322713;1997;20182;20201;REITOR JOAQUIM AMAZONAS;58856;ENGENHARIA BIOMEDICA;3600;INTEGRAL;PRESENCIAL;L1;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
299895;1997;20182;20201;REITOR JOAQUIM AMAZONAS;58856;ENGENHARIA BIOMEDICA;3600;INTEGRAL;PRESENCIAL;L1;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
299895;1997;20182;20202;REITOR JOAQUIM AMAZONAS;58856;ENGENHARIA BIOMEDICA;3600;INTEGRAL;PRESENCIAL;L1;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
322713;1997;20182;20202;REITOR JOAQUIM AMAZONAS;58856;ENGENHARIA BIOMEDICA;3600;INTEGRAL;PRESENCIAL;L1;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
325006;1992;20192;20201;REITOR JOAQUIM AMAZONAS;23912;RADIO  TV E INTERNET;2865;MANHA;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
325006;1992;20192;20202;REITOR JOAQUIM AMAZONAS;23912;RADIO  TV E INTERNET;2865;MANHA;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
325071;1998;20191;20201;REITOR JOAQUIM AMAZONAS;13601;MEDICINA;7000;INTEGRAL;PRESENCIAL;L1;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
325071;1998;20191;20202;REITOR JOAQUIM AMAZONAS;13601;MEDICINA;7000;INTEGRAL;PRESENCIAL;L1;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
325254;2001;20191;20201;REITOR JOAQUIM AMAZONAS;13581;SERVICO SOCIAL;3100;MANHA;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
325254;2001;20191;20202;REITOR JOAQUIM AMAZONAS;13581;SERVICO SOCIAL;3100;MANHA;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
325338;2001;20192;20201;REITOR JOAQUIM AMAZONAS;23912;RADIO  TV E INTERNET;2865;MANHA;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
325338;2001;20192;20202;REITOR JOAQUIM AMAZONAS;23912;RADIO  TV E INTERNET;2865;MANHA;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
325438;1999;20191;20201;REITOR JOAQUIM AMAZONAS;13597;BIOMEDICINA;2760;INTEGRAL;PRESENCIAL;L6;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
325438;1999;20191;20202;REITOR JOAQUIM AMAZONAS;13597;BIOMEDICINA;2760;INTEGRAL;PRESENCIAL;L6;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
325465;1999;20191;20201;REITOR JOAQUIM AMAZONAS;117386;GESTAO DA INFORMAÇAO;2790;NOITE;PRESENCIAL;L1;M;BRA;CAJAZEIRAS;PB;;
325465;1999;20191;20202;REITOR JOAQUIM AMAZONAS;117386;GESTAO DA INFORMAÇAO;2790;NOITE;PRESENCIAL;L1;M;BRA;CAJAZEIRAS;PB;;
325656;2001;20191;20201;VITORIA;1155122;EDUCAÇÃO FISICA - LICENCIATURA - CAV;3180;TARDE;PRESENCIAL;L1;M;BRA;VITORIA DE SANTO ANTAO;PE;;
325735;2001;20191;20201;REITOR JOAQUIM AMAZONAS;13586;ENGENHARIA MECANICA;3690;INTEGRAL;PRESENCIAL;AC;M;BRA;LIMOEIRO;PE;;
325735;2001;20191;20202;REITOR JOAQUIM AMAZONAS;13586;ENGENHARIA MECANICA;3690;INTEGRAL;PRESENCIAL;AC;M;BRA;LIMOEIRO;PE;;
325877;2000;20191;20201;AGRESTE;1189778;MEDICINA - CAA;7860;INTEGRAL;PRESENCIAL;AC;M;BRA;BONINAL;BA;;
325877;2000;20191;20202;AGRESTE;1189778;MEDICINA - CAA;7860;INTEGRAL;PRESENCIAL;AC;M;BRA;BONINAL;BA;;
325976;1996;20192;20201;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;TARDE;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
325976;1996;20192;20202;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;TARDE;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
21885;1982;20192;20201;REITOR JOAQUIM AMAZONAS;13611;ODONTOLOGIA;3870;NOITE;PRESENCIAL;L5;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
53565;1982;20192;20201;REITOR JOAQUIM AMAZONAS;13611;ODONTOLOGIA;3870;NOITE;PRESENCIAL;L5;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
326293;2001;20191;20201;REITOR JOAQUIM AMAZONAS;13610;ARQUITETURA E URBANISMO;3915;INTEGRAL;PRESENCIAL;L6;F;BRA;VITORIA DE SANTO ANTAO;PE;;
326293;2001;20191;20202;REITOR JOAQUIM AMAZONAS;13610;ARQUITETURA E URBANISMO;3915;INTEGRAL;PRESENCIAL;L6;F;BRA;VITORIA DE SANTO ANTAO;PE;;
326322;2000;20191;20201;REITOR JOAQUIM AMAZONAS;13581;SERVICO SOCIAL;3100;MANHA;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
326322;2000;20191;20202;REITOR JOAQUIM AMAZONAS;13581;SERVICO SOCIAL;3100;MANHA;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
318277;2000;20191;20201;REITOR JOAQUIM AMAZONAS;13581;SERVICO SOCIAL;3100;MANHA;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
318277;2000;20191;20202;REITOR JOAQUIM AMAZONAS;13581;SERVICO SOCIAL;3100;MANHA;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
326699;2000;20191;20201;REITOR JOAQUIM AMAZONAS;13600;FARMACIA;3465;INTEGRAL;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
326699;2000;20191;20202;REITOR JOAQUIM AMAZONAS;13600;FARMACIA;3465;INTEGRAL;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
327163;2000;20191;20201;REITOR JOAQUIM AMAZONAS;313577;FILOSOFIA-BACHARELADO;2490;TARDE;PRESENCIAL;AC;F;BRA;JABOATAO DOS GUARARAPES;PE;;
327163;2000;20191;20202;REITOR JOAQUIM AMAZONAS;313577;FILOSOFIA-BACHARELADO;2490;TARDE;PRESENCIAL;AC;F;BRA;JABOATAO DOS GUARARAPES;PE;;
327205;1997;20192;20201;REITOR JOAQUIM AMAZONAS;18474;HOTELARIA;3121;INTEGRAL;PRESENCIAL;L6;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
327205;1997;20192;20202;REITOR JOAQUIM AMAZONAS;18474;HOTELARIA;3121;INTEGRAL;PRESENCIAL;L6;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
327237;1993;20191;20201;REITOR JOAQUIM AMAZONAS;52231;GEOGRAFIA - LICENCIATURA;2520;MANHA;PRESENCIAL;L1;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
327536;2001;20191;20201;REITOR JOAQUIM AMAZONAS;13576;DIREITO;3300;MANHA;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
327536;2001;20191;20202;REITOR JOAQUIM AMAZONAS;13576;DIREITO;3300;MANHA;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
327545;2000;20192;20201;REITOR JOAQUIM AMAZONAS;13576;DIREITO;3300;MANHA;PRESENCIAL;L2;M;BRA;FORTALEZA;CE;;
327545;2000;20192;20202;REITOR JOAQUIM AMAZONAS;13576;DIREITO;3300;MANHA;PRESENCIAL;L2;M;BRA;FORTALEZA;CE;;
327597;1999;20191;20201;REITOR JOAQUIM AMAZONAS;13579;HISTORIA - LICENCIATURA;2830;TARDE;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
327597;1999;20191;20202;REITOR JOAQUIM AMAZONAS;13579;HISTORIA - LICENCIATURA;2830;TARDE;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
327766;2000;20191;20201;REITOR JOAQUIM AMAZONAS;80088;DESIGN;3120;INTEGRAL;PRESENCIAL;L2;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
327766;2000;20191;20202;REITOR JOAQUIM AMAZONAS;80088;DESIGN;3120;INTEGRAL;PRESENCIAL;L2;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
327928;2001;20191;20201;AGRESTE;118096;FISICA - LICENCIATURA - CAA;3150;NOITE;PRESENCIAL;AC;M;BRA;GRAVATA;PE;;
327928;2001;20191;20202;AGRESTE;118096;FISICA - LICENCIATURA - CAA;3150;NOITE;PRESENCIAL;AC;M;BRA;GRAVATA;PE;;
327986;2001;20192;20201;REITOR JOAQUIM AMAZONAS;1136142;SISTEMAS DE INFORMAÇAO;3000;TARDE/NOITE;PRESENCIAL;AC;M;BRA;OLINDA;PE;;
327986;2001;20192;20202;REITOR JOAQUIM AMAZONAS;1136142;SISTEMAS DE INFORMAÇAO;3000;TARDE/NOITE;PRESENCIAL;AC;M;BRA;OLINDA;PE;;
328036;1989;20192;20201;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;NOITE;PRESENCIAL;L5;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
328036;1989;20192;20202;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;NOITE;PRESENCIAL;L5;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
328228;1998;20191;20201;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;MANHA;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
328228;1998;20191;20202;REITOR JOAQUIM AMAZONAS;13580;PEDAGOGIA;3210;MANHA;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
318865;1999;20191;20201;REITOR JOAQUIM AMAZONAS;80088;DESIGN;3120;INTEGRAL;PRESENCIAL;L6;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
318865;1999;20191;20202;REITOR JOAQUIM AMAZONAS;80088;DESIGN;3120;INTEGRAL;PRESENCIAL;L6;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
287564;1990;20191;20201;REITOR JOAQUIM AMAZONAS;44947;LETRAS PORTUGUESA - LICENCIATURA;3150;NOITE;PRESENCIAL;L2;M;BRA;VITORIA DE SANTO ANTAO;PE;;
287564;1990;20191;20202;REITOR JOAQUIM AMAZONAS;44947;LETRAS PORTUGUESA - LICENCIATURA;3150;NOITE;PRESENCIAL;L2;M;BRA;VITORIA DE SANTO ANTAO;PE;;
328690;2002;20192;20201;REITOR JOAQUIM AMAZONAS;80088;DESIGN;3120;INTEGRAL;PRESENCIAL;L5;M;BRA;PALMEIRA DOS INDIOS;AL;;
328690;2002;20192;20202;REITOR JOAQUIM AMAZONAS;80088;DESIGN;3120;INTEGRAL;PRESENCIAL;L5;M;BRA;PALMEIRA DOS INDIOS;AL;;
328938;2001;20191;20201;REITOR JOAQUIM AMAZONAS;13625;TURISMO;3000;TARDE;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
328938;2001;20191;20202;REITOR JOAQUIM AMAZONAS;13625;TURISMO;3000;TARDE;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
327319;2000;20191;20201;AGRESTE;101092;PEDAGOGIA - CAA;3220;NOITE;PRESENCIAL;L6;F;BRA;SANTO ANDRE;SP;;
327319;2000;20191;20202;AGRESTE;101092;PEDAGOGIA - CAA;3220;NOITE;PRESENCIAL;L6;F;BRA;SANTO ANDRE;SP;;
203897;1991;20192;20201;AGRESTE;101129;ENGENHARIA CIVIL - CAA;4100;INTEGRAL;PRESENCIAL;AC;F;BRA;CARUARU;PE;;
330656;1999;20192;20201;AGRESTE;101129;ENGENHARIA CIVIL - CAA;4100;INTEGRAL;PRESENCIAL;AC;M;BRA;GARANHUNS;PE;;
330656;1999;20192;20202;AGRESTE;101129;ENGENHARIA CIVIL - CAA;4100;INTEGRAL;PRESENCIAL;AC;M;BRA;GARANHUNS;PE;;
330719;2001;20191;20201;REITOR JOAQUIM AMAZONAS;13594;ESTATISTICA;2580;INTEGRAL;PRESENCIAL;AC;M;BRA;BRASILIA;DF;;
