ID_DISCENTE;ANO_NASCIMENTO;PERIODO_INGRESSO;PERIODO_LETIVO;CAMPUS;CD_INEP;CURSO;CARGA_HORARIA_CURSO;TURNO;MODALIDADE;COTAS;SEXO;NACIONALIDADE;CIDADE_NAT;UF_NAT;LAT;LON
309709;1998;20172;20201;REITOR JOAQUIM AMAZONAS;13584;ENGENHARIA CIVIL;3900;INTEGRAL;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
309709;1998;20172;20202;REITOR JOAQUIM AMAZONAS;13584;ENGENHARIA CIVIL;3900;INTEGRAL;PRESENCIAL;AC;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
309767;1996;20172;20201;REITOR JOAQUIM AMAZONAS;1192307;EDUCAÇÃO FISICA - BACHARELADO;3255;INTEGRAL;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
309767;1996;20172;20202;REITOR JOAQUIM AMAZONAS;1192307;EDUCAÇÃO FISICA - BACHARELADO;3255;INTEGRAL;PRESENCIAL;AC;M;BRA;RECIFE;PE;-8.0584933;-34.8848193
253167;1994;20171;20201;REITOR JOAQUIM AMAZONAS;13625;TURISMO;3000;TARDE;PRESENCIAL;L6;F;BRA;PAULISTA;PE;;
309962;1999;20172;20201;REITOR JOAQUIM AMAZONAS;33784;PUBLICIDADE E PROPAGANDA;2820;MANHA;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
309962;1999;20172;20202;REITOR JOAQUIM AMAZONAS;33784;PUBLICIDADE E PROPAGANDA;2820;MANHA;PRESENCIAL;L2;F;BRA;RECIFE;PE;-8.0584933;-34.8848193
274776;1992;20172;20201;AGRESTE;101129;ENGENHARIA CIVIL - CAA;4100;INTEGRAL;PRESENCIAL;AC;M;BRA;GLORIA DO GOITA;PE;;
274776;1992;20172;20202;AGRESTE;101129;ENGENHARIA CIVIL - CAA;4100;INTEGRAL;PRESENCIAL;AC;M;BRA;GLORIA DO GOITA;PE;;
311068;1998;20172;20201;REITOR JOAQUIM AMAZONAS;13573;CIENCIAS CONTABEIS;3000;TARDE;PRESENCIAL;L5;M;BRA;LIMOEIRO;PE;;
311068;1998;20172;20202;REITOR JOAQUIM AMAZONAS;13573;CIENCIAS CONTABEIS;3000;TARDE;PRESENCIAL;L5;M;BRA;LIMOEIRO;PE;;
304535;1999;20171;20201;REITOR JOAQUIM AMAZONAS;13601;MEDICINA;7000;INTEGRAL;PRESENCIAL;AC;M;BRA;SAO LUIS;MA;;
